href,title,url,description,link_1,link_2,link_3,link_4,link_5,link_6,link_7,link_8,link_9,link_10,link_11,link_12,link_13,link_14,link_15,dept,course_num,course_name,credits,min_credits,max_credits,offered,crosslist,grading,restriction,note,permission,prerequisite,requirement,concurrent,corequisite
preview_course_nopop.php?catoid=22&coid=108957,COMM-080 Film and Digital Media Workshop (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108957, COMM-080 Film and Digital Media Workshop (0) Topics vary by section. Noncredit workshops covering a variety of skills in both technical and business aspects of film and digital media.Repeatable. Grading: Pass/Fail only. |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,080,Film and Digital Media Workshop ,(0),0,0,NA,NA,Pass/Fail only,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111082,COMM-096 Selected Topics: Non-Recurring (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111082, COMM-096 Selected Topics: Non-Recurring (0) Topics vary by section. Repeatable.  |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,096,Selected Topics: Non-Recurring ,(0),0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=112079,DNCE-050 Choreographic Laboratory (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=112079," DNCE-050 Choreographic Laboratory (0)Practical experience and investigation of the choreographic process. Students engage in creation, collaboration, rehearsal, and performance of their own or peers’ original choreography through close faculty mentorship and facilitation.Crosslist: DNCE-350 . Usually Offered: fall. Repeatable. Grading: Pass/Fail only. Permission: dance program director.Note: Audition required.  | ",preview_course_nopop.php?catoid=22&coid=112080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNCE,050,Choreographic Laboratory ,(0),0,0,fall,DNCE-350 ,Pass/Fail only,NA,Audition required,dance program director,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111914,DNCE-055 American University Dance Company (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111914," DNCE-055 American University Dance Company (0)Practical experience and investigation of the creative, performance, production, facilitation, and logistical processes of a dance company. Students engage in faculty, guest artist, and student choreography through rehearsals, performance, production, and reflection.Crosslist: DNCE-355 . Usually Offered: spring. Repeatable. Grading: Pass/Fail only. Permission: dance program director.Note: Audition required.  | ",preview_course_nopop.php?catoid=22&coid=111918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNCE,055,American University Dance Company ,(0),0,0,spring,DNCE-355 ,Pass/Fail only,NA,Audition required,dance program director,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111094,ECON-096 Selected Topics: Non-Recurring (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111094, ECON-096 Selected Topics: Non-Recurring (0) Topics vary by section. Repeatable for credit with different topic.  |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECON,096,Selected Topics: Non-Recurring ,(0),0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111906,EDU-061 Language Teaching and Learning for International Educators (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111906," EDU-061 Language Teaching and Learning for International Educators (0)This course provides contextualized English language development along with instruction and practice in theoretical and applied language teaching methodology in bilingual education. Students study approaches and methodology related to bilingual education, both in the United States and internationally, with focus on supporting the needs of P-12 students. Students participate in site visits to bilingual classrooms to study program implementation and evaluation.  | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDU,061,Language Teaching and Learning for International Educators ,(0),0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=112468,EDU-071 Child Development and Learning (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=112468," EDU-071 Child Development and Learning (0) Understanding principles of child development, including social development, emotional development, and learning, using the cultural resources (language, cultural traditions, heritage, knowledge) children bring to the learning community. Grading: Pass/Fail only.Restriction: Child Development Associate Credential. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDU,071,Child Development and Learning ,(0),0,0,NA,NA,Pass/Fail only,Child Development Associate Credential,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=112469,EDU-072 Culturally Responsive Learning in Early Childhood Education (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=112469," EDU-072 Culturally Responsive Learning in Early Childhood Education (0)Exploration of strategies and practices for advancing young children’s physical, cognitive, communicative, creative and intellectual development from a culturally responsive, anti-racist and critical literacy perspective. Grading: Pass/Fail only.Restriction: Child Development Associate Credential. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDU,072,Culturally Responsive Learning in Early Childhood Education ,(0),0,0,NA,NA,Pass/Fail only,Child Development Associate Credential,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=112470,"EDU-073 Health, Safety, and Nutrition in the Early Years (0) opens a new window",https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=112470," EDU-073 Health, Safety, and Nutrition in the Early Years (0)Exploration of culturally responsive strategies, policies and practices for creating, establishing, and maintaining the health, safety, and nutrition of children in the early years. Grading: Pass/Fail only.Restriction: Child Development Associate Credential. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDU,073,"Health, Safety, and Nutrition in the Early Years ",(0),0,0,NA,NA,Pass/Fail only,Child Development Associate Credential,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=112471,EDU-074 Professionalism and Community Building (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=112471, EDU-074 Professionalism and Community Building (0)Exploration of the role early childhood educators play in community building to support the needs of young children and in engaging in courageous and professional leadership. Grading: Pass/Fail only.Restriction: Child Development Associate Credential. |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDU,074,Professionalism and Community Building ,(0),0,0,NA,NA,Pass/Fail only,Child Development Associate Credential,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=112485,EDU-075 Program Management in Early Childhood Education (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=112485," EDU-075 Program Management in Early Childhood Education (0)Exploration of various forms of program management in early childhood settings including observation, documentation, planning, evaluation, record keeping, and building community, from a culturally responsive and anti-racist perspective. Grading: Pass/Fail only.Restriction: Child Development Associate Credential. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDU,075,Program Management in Early Childhood Education ,(0),0,0,NA,NA,Pass/Fail only,Child Development Associate Credential,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111103,EDU-096 Selected Topics: Non-Recurring (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111103, EDU-096 Selected Topics: Non-Recurring (0) Topics vary by section. Repeatable for credit with different topic.  |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDU,096,Selected Topics: Non-Recurring ,(0),0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111826,"ELTA-040 Life and Culture in Washington, DC (0) opens a new window",https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111826," ELTA-040 Life and Culture in Washington, DC (0)In this course students study and experience the life and culture of the U.S. capital. Through readings, discussions, films, guest lectures by local experts, and site visits in Washington, DC, students gain a more profound understanding about this exciting and intriguing city. Students also compare and contrast the life and culture of DC to that of the United States as a whole. In the process, students strengthen all aspects of their English language skills and deepen their understanding of U.S. culture. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,040,"Life and Culture in Washington, DC ",(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111827,ELTA-041 Writing and Grammar-Level 4 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111827," ELTA-041 Writing and Grammar-Level 4 (0)This course develops students’ writing skills with a particular focus on writing academic essays according to American academic conventions. After reviewing and honing their ability to write clear, focused, and well-developed paragraphs, students learn to state and defend a thesis while composing a variety of academic essays, such as compare and contrast, cause and effect, and process. Students engage in all aspects of the writing process, including peer review workshops, and learn the value of feedback and revision. In addition, students analyze and address the typical grammatical trouble spots for non-native speakers. Throughout the course, students pay close attention to the norms of academic integrity and the issue of plagiarism. The course culminates with an introduction to the research paper. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,041,Writing and Grammar-Level 4 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111828,ELTA-042 Academic Discussion-Level 4 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111828," ELTA-042 Academic Discussion-Level 4 (0)This course focuses on improving students’ aural and oral skills in order to be confident and successful in U.S. academic settings, including comprehension of aural communication (i.e., listening for content, note-taking, paraphrasing, and summarizing) as well as participation in oral communication (i.e., utilizing verbal and non-verbal communication skills, managing conversations/discussions, and giving oral presentations) in the classroom. Students increase their fluency and accuracy in expressing their ideas, expand their academic and idiomatic vocabulary, and sharpen their critical thinking skills. Students research and give a variety of individual and group presentations on topics from class discussions, current events, and the course texts, and are also given support in academic skills such as time-management and group work. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,042,Academic Discussion-Level 4 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111829,ELTA-043 Reading and Vocabulary-Level 4 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111829," ELTA-043 Reading and Vocabulary-Level 4 (0)This course offers students the opportunity to develop critical academic reading skills and to expand their academic vocabulary. Students read a variety of texts, such as essays, newspaper articles, short stories, and novels. They become close readers by responding critically to the texts in a variety of modes, including writing journals and essays, giving presentations, and actively engaging in small and whole group discussions. Students keep a vocabulary journal composed of new words they encounter from texts and presentations. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,043,Reading and Vocabulary-Level 4 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111830,ELTA-051 Writing and Grammar-Level 5 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111830," ELTA-051 Writing and Grammar-Level 5 (0)This course develops students’ academic writing skills with a particular focus on how written academic essays can be used to develop a short research paper. Students build their essay writing skills, incorporating complex grammatical structures and using different rhetorical genres such as classification, definition, problem/solution, and compare/contrast to increase the sophistication of their writing. Students engage in all aspects of the writing process, including peer review workshops, and learn the value of feedback and revision. In addition, students analyze and address the typical grammatical trouble spots for non-native speakers with a particular focus on tone, hedging, and boosting. Throughout the course, students pay close attention to the norms of academic integrity and the issue of plagiarism as they research and document their work. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,051,Writing and Grammar-Level 5 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111831,ELTA-052 Academic Discussion-Level 5 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111831," ELTA-052 Academic Discussion-Level 5 (0)This advanced level course builds students’ academic aural and oral skills. The focus is on comprehension of oral communication in the classroom (i.e. listening for content, note-taking, paraphrasing, and summarizing) as well as participation in oral communication in the classroom (i.e. utilizing verbal and non-verbal communication skills, managing conversations/discussions, and giving oral presentations). Particular emphasis is placed on understanding and responding to long-form academic lectures from a variety of disciplines. In addition to several individual and group presentations, students also give a short lecture and lead a discussion on a topic of their interest. In the process students increase their fluency and accuracy in expressing their ideas, expand their academic vocabulary, and sharpen their critical thinking skills. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,052,Academic Discussion-Level 5 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111832,ELTA-053 Reading and Vocabulary-Level 5 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111832," ELTA-053 Reading and Vocabulary-Level 5 (0)This course further develops critical thinking skills, academic reading skills, and expanding academic vocabulary. Students read and interpret literary works, academic texts, and media articles, write on assigned topics and apply a range of learning strategies and research skills effectively. Students participate in debates, lead classroom presentations and discussions, and work collaboratively in preparing group presentations. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,053,Reading and Vocabulary-Level 5 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111909,ELTA-054 American TV and Culture Studies-Level 5 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111909," ELTA-054 American TV and Culture Studies-Level 5 (0)Students deepen their understanding of media and culture by evaluating and responding to how American culture is represented on television sitcoms. Through readings, discussions, presentations, and watching various shows students gain insight into the way TV portrays the culture and people of the U.S. Students specifically examine the representations of gender, race, ethnicity, family, sexual orientation, and politics while also viewing how these representations have evolved over the history of TV sitcoms. In the process, students also strengthen all aspects of their English language skills. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,054,American TV and Culture Studies-Level 5 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111471,ELTA-060 American Film and Culture Studies-Level 6 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111471," ELTA-060 American Film and Culture Studies-Level 6 (0)By viewing and discussing films about important social and political issues in the United States such as civil rights, feminism, and teenage alienation, students learn about U.S. culture, history, and society. Presentations on topics related to the films help students gain a better understanding of the issues and how they have evolved over the past several decades. In the process, students improve all aspects of their English language skills. Grading: A-F only. Permission: program director.  | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,060,American Film and Culture Studies-Level 6 ,(0),0,0,NA,NA,A-F only,NA,NA,program director,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111912,ELTA-061 Writing and Grammar-Level 6 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111912," ELTA-061 Writing and Grammar-Level 6 (0)This course develops students’ academic writing skills with a particular focus on how to write research papers and graduate-level research proposals. Students build on their previous essay writing skills, incorporating complex grammatical structures and using different rhetorical styles to increase the sophistication of their writing. Students engage in all aspects of the writing process, including peer review, while paying close attention to the norms of academic integrity and the issue of plagiarism as they research and document their work. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,061,Writing and Grammar-Level 6 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111910,ELTA-062 Academic Discussion-Level 6 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111910," ELTA-062 Academic Discussion-Level 6 (0)This course prepares students to be engaged and ready for graduate-level lectures and discussions. Students improve listening and speaking skills, pronunciation, vocabulary, note-taking, presentation skills, and critical thinking. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,062,Academic Discussion-Level 6 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111911,ELTA-063 Reading and Vocabulary-Level 6 (0) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111911," ELTA-063 Reading and Vocabulary-Level 6 (0)Students develop their critical thinking skills, academic reading skills, and advanced academic vocabulary by close reading and analyzing academic texts across a diverse array of disciplines as well as scholarly articles and a novel. In addition to writing analytical responses to the texts, students apply a range of learning strategies and research skills, participate in debates, lead classroom presentations and discussions, and often work collaboratively. Grading: A-F only.Restriction: English Language and Training Academy (ELTA) program. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,063,Reading and Vocabulary-Level 6 ,(0),0,0,NA,NA,A-F only,English Language and Training Academy (ELTA) program,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111835,"ELTA-064 Live, Learn, Grow (1) opens a new window",https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111835," ELTA-064 Live, Learn, Grow (1)The course orients international students to American University, its surrounding area, and the embedded national cultural context; fosters student success through active, learner-centered dynamics; and sustains students’ success at the university and beyond.Repeatable. Grading: Pass/Fail only. Permission: instructor.Note: No academic credit is received for this course. Credit equivalent is listed only for the purpose of determining full-time student status.  | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,064,"Live, Learn, Grow ",(1),1,1,NA,NA,Pass/Fail only,NA,No academic credit is received for this course,instructor,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111836,ELTA-065 Professional Development (1) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111836, ELTA-065 Professional Development (1)This course trains students to be successful in their chosen field of study and to help them prepare for successful employment after graduation. The course equips international students with field specific vocabulary and cultural norms and offers opportunities to practice and utilize their training through professional development activities.Repeatable. Grading: Pass/Fail only. Permission: advisor.Note: No academic credit is received for this course. Credit equivalent is listed only for the purpose of determining full-time student status.  |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,065,Professional Development ,(1),1,1,NA,NA,Pass/Fail only,NA,No academic credit is received for this course,advisor,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111833,ELTA-070 English for Academic Purposes (6) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111833," ELTA-070 English for Academic Purposes (6)This course introduces students to the necessary knowledge and skills to comprehend written and spoken academic English with a high degree of accuracy, and to speak and write it precisely and fluently in both formal and informal academic contexts. Grading: A-F only. Permission: advisor.Note: No academic credit is received for this course. Credit equivalent is listed only for the purpose of determining full-time student status.  | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,070,English for Academic Purposes ,(6),6,6,NA,NA,A-F only,NA,No academic credit is received for this course,advisor,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111834,ELTA-071 AU in the World (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111834," ELTA-071 AU in the World (3)This course explores American University and the Washington, DC region through study of history, culture, and politics. It considers historical and current factors that shaped our diverse structures and communities and the powerful interactive influence between this region and the wider global community. Grading: A-F only. Permission: instructor.Note: No academic credit is received for this course. Credit equivalent is listed only for the purpose of determining full-time student status.  | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELTA,071,AU in the World ,(3),3,3,NA,NA,A-F only,NA,No academic credit is received for this course,instructor,NA,NA,NA,NA
